| N             | Carrot        | Potatoes      | Peas          | Cauliflower    | Onion         | Tomato        | Ginger        | Garlic        | Ghee             | Salt          | Water         | 
| 913           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 914           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 915           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 916           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 917           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 918           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 919           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 920           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 921           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 922           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 923           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 924           | 3             | 3             | 1/2 cup       | 150 gm         | 2             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 925           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 926           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 927           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 928           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 929           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 930           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 931           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 932           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 933           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 934           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 935           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 936           | 3             | 3             | 1/2 cup       | 150 gm         | 3             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 937           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 938           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 939           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 940           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 941           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 942           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 943           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 944           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 945           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 946           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 947           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 948           | 3             | 3             | 1/2 cup       | 200 gm         | 1             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 949           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 950           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 951           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 952           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 953           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 954           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 955           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 956           | 3             | 3             | 1/2 cup       | 200 gm         | 2             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
